CreatedAt,ID,ActualTweet,Source,Truncated,InReplyToStatusID,InReplyToUserID,InReplyToScreenName,UserID,UserScreenName,GEO,Coordinates,PlaceID,PlaceURL,PlaceType,PlaceName,PlaceFullName,PlaceCountryCode,PlaceCountry,Contributors,RetweetCount,FavouriteCount,Hashtags,Symbols,URL,URLInTweetExpanded,Indices,MediaIndices,MediaURL,MediaURLShort,MediaType,UserMentionScreenName,UserMentionName,UserMentionID,Favourited,Retweeted,PossiblySensitive,Language,Classifier,TweetLength
Wed Jul 09 03:45:06 +0000 2014,486717656901242881,Woman watching TV realizes she lives in home used as torture chamber by alleged serial killer: http://t.co/u7gEnIqkvB http://t.co/LaVquZIiQk,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,201,131,,,http://t.co/u7gEnIqkvB,http://abcn.ws/1rNAIVh,117,140,http://pbs.twimg.com/media/BsCn6kWCcAEzcFe.jpg,http://t.co/LaVquZIiQk,photo,,,,false,false,false,en,1,134
Wed Jul 09 03:30:14 +0000 2014,486713914831298560,He didn't think much about the tick on his ankle -- until it changed his life - http://t.co/TSH1yWGMK0 http://t.co/nDU9vFrv8v,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,86,55,,,http://t.co/TSH1yWGMK0,http://abcn.ws/1pWKhSc,102,125,http://pbs.twimg.com/media/BsDyAAwCUAAN9ah.jpg,http://t.co/nDU9vFrv8v,photo,,,,false,false,false,en,1,125
Wed Jul 09 03:15:04 +0000 2014,486710098190798849,DHS in talks with Pentagon to use additional military bases to house surge of Central American migrant children: http://t.co/9QkyxLSKf9,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,55,18,,,http://t.co/9QkyxLSKf9,http://abcn.ws/1xOUtMA,135,,,,,,,,false,false,false,en,1,134
Wed Jul 09 03:00:12 +0000 2014,486706353985974273,WATCH: Inside embattled Gaza as Israeli air attacks rain down: http://t.co/uFPseHSzOf - @MarquardtA http://t.co/oozfgdS4v1,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,55,17,,,http://t.co/uFPseHSzOf,http://abcn.ws/VGVp85,85,122,http://pbs.twimg.com/media/BsDsnYVCYAEjDYi.jpg,http://t.co/oozfgdS4v1,photo,MarquardtA,Alexander Marquardt,27938809,false,false,false,en,1,122
Wed Jul 09 02:45:10 +0000 2014,486702572695076864,"An unlikely, almost-magical relationship between a 3-year-old and his WWII vet friend: http://t.co/ZVzNKTIbNF http://t.co/N8rKyaun1o","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,318,442,,,http://t.co/ZVzNKTIbNF,http://abcn.ws/1k2VRTK,109,132,http://pbs.twimg.com/media/BsDGY4WCAAAQNmP.jpg,http://t.co/N8rKyaun1o,photo,,,,false,false,false,en,1,134
Wed Jul 09 02:31:09 +0000 2014,486699044685623296,Fired nurse's post highlights the hazards of social media in hospitals: http://t.co/VIDAhE1Xml http://t.co/9hsMILxUml,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,83,61,,,http://t.co/VIDAhE1Xml,http://abcn.ws/1jkUwgn,94,117,http://pbs.twimg.com/media/BsBorg6CcAA5DOz.jpg,http://t.co/9hsMILxUml,photo,,,,false,false,false,en,1,117
Wed Jul 09 02:22:03 +0000 2014,486696756415954946,"NYC's Empire State Building in gold, red and black to honor Germany's #WorldCup win over Brazil - @ABCNewsLive http://t.co/M5FslIuNVW","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,1840,1304,WorldCup,,,,,133,http://pbs.twimg.com/media/BsEW5J8CMAIYqDM.jpg,http://t.co/M5FslIuNVW,photo,ABCNewsLive,ABC News Live,384438102,false,false,false,en,1,134
Wed Jul 09 02:15:08 +0000 2014,486695015683350528,"Pres. Obama asking Congress for $3,700,000,000 to deal with migrant crisis on US border: http://t.co/hNPq3EgyT4","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,58,21,,,http://t.co/hNPq3EgyT4,http://abcn.ws/VVFeUS,111,,,,,,,,false,false,false,en,1,111
Wed Jul 09 01:57:33 +0000 2014,486690589820194816,Israelis scramble for cover as 150 rockets target major cities: http://t.co/ZDgf7K8eK4 - @MarquardtA http://t.co/TaStXgA8CL,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,126,30,,,http://t.co/ZDgf7K8eK4,http://abcn.ws/1mGCc1z,86,123,http://pbs.twimg.com/media/BsESgxTCAAARSv2.jpg,http://t.co/TaStXgA8CL,photo,MarquardtA,Alexander Marquardt,27938809,false,false,false,en,1,123
Wed Jul 09 01:40:23 +0000 2014,486686269573832704,How the 'Queen of Creole Cuisine' helped feed the Civil Rights movement: http://t.co/KXu7TwQ0sA http://t.co/zgFTB6TCcb,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,85,73,,,http://t.co/KXu7TwQ0sA,http://yhoo.it/1jaX7Ju,95,118,http://pbs.twimg.com/media/BsEOlRbCEAA7oNA.jpg,http://t.co/zgFTB6TCcb,photo,,,,false,false,false,en,1,118
Wed Jul 09 01:19:51 +0000 2014,486681100266536962,Germany stuns Brazil 7-1 en route to #WorldCup final: http://t.co/z4GDdbCrCK http://t.co/KhsbbZwfli,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,231,202,WorldCup,,http://t.co/z4GDdbCrCK,http://abcn.ws/1suyDep,76,99,http://pbs.twimg.com/media/BsEJ4aoCUAAkECQ.jpg,http://t.co/KhsbbZwfli,photo,,,,false,false,false,en,1,99
Wed Jul 09 00:50:49 +0000 2014,486673794308665345,"Wendy Williams addresses comments about her gender and a ""tortured childhood"" - http://t.co/pZwbSj9SVa http://t.co/0OfFjeUvep","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,68,82,,,http://t.co/pZwbSj9SVa,http://abcn.ws/1rPddLD,102,125,http://pbs.twimg.com/media/BsEDPJDCEAA9dOw.jpg,http://t.co/0OfFjeUvep,photo,,,,false,false,false,en,1,125
Wed Jul 09 00:30:04 +0000 2014,486668574803501056,"Russia claims prolific hacker was forcibly taken in Maldives, flown to Guam against his will and arrested by US: http://t.co/m4q3VDdq82","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,39,23,,,http://t.co/m4q3VDdq82,http://abcn.ws/U297Bg,135,,,,,,,,false,false,false,en,1,134
Wed Jul 09 00:15:10 +0000 2014,486664823191502849,Wait time for new Harry Potter ride at 450 minutes: http://t.co/wO5YPIi8oq,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,116,74,,,http://t.co/wO5YPIi8oq,http://abcn.ws/1mdrFtC,74,,,,,,,,false,false,false,en,1,74
Wed Jul 09 00:07:08 +0000 2014,486662804015833089,RT @ABCWorldNews: There are currently 2 unemployed Americans per job in the U.S. - a big dip from 5 years ago. http://t.co/F0u4c5zCEp,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,135,0,,,,,,133,http://pbs.twimg.com/media/BsDsq2ICEAAuoiv.jpg,http://t.co/F0u4c5zCEp,photo,ABCWorldNews,ABC World News,86141342,false,false,false,en,1,134
Tue Jul 08 23:45:12 +0000 2014,486657282197843968,"US Embassy in Israel to ""operate at minimal staffing until further notice"" due to rocket attacks targeting Tel Aviv - @MarquardtA","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,85,20,,,,,,,,,,MarquardtA,Alexander Marquardt,27938809,false,false,,en,1,134
Tue Jul 08 23:35:30 +0000 2014,486654842539356160,He didn't think much about the tick on his ankle -- until it changed his life: http://t.co/TSH1yWGMK0 http://t.co/nDU9vFrv8v,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,112,81,,,http://t.co/TSH1yWGMK0,http://abcn.ws/1pWKhSc,101,124,http://pbs.twimg.com/media/BsDyAAwCUAAN9ah.jpg,http://t.co/nDU9vFrv8v,photo,,,,false,false,false,en,1,124
Tue Jul 08 23:11:59 +0000 2014,486648921855627265,Inside embattled Gaza as Israeli air attacks rain down - WATCH: http://t.co/uFPseHSzOf - @MarquardtA http://t.co/oozfgdS4v1,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,110,41,,,http://t.co/uFPseHSzOf,http://abcn.ws/VGVp85,86,123,http://pbs.twimg.com/media/BsDsnYVCYAEjDYi.jpg,http://t.co/oozfgdS4v1,photo,MarquardtA,Alexander Marquardt,27938809,false,false,false,en,1,123
Tue Jul 08 22:48:55 +0000 2014,486643120033890306,Woman watching TV realizes she lives in home used as torture chamber by alleged serial killer: http://t.co/u7gEnIqkvB http://t.co/LaVquZIiQk,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,264,182,,,http://t.co/u7gEnIqkvB,http://abcn.ws/1rNAIVh,117,140,http://pbs.twimg.com/media/BsCn6kWCcAEzcFe.jpg,http://t.co/LaVquZIiQk,photo,,,,false,false,false,en,1,134
Tue Jul 08 22:15:53 +0000 2014,486634807229550592,Hot dog-eating contestant chokes to death in South Dakota: http://t.co/bz6L8qRAaL,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,140,44,,,http://t.co/bz6L8qRAaL,http://abcn.ws/1mFUK1S,81,,,,,,,,false,false,false,en,1,81
Tue Jul 08 21:58:54 +0000 2014,486630531497742337,"RT @ABCNewsLive: German fans told over loudspeakers to remain in stadium and they will be escorted out as a precaution, @ESPN commentator s?","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,1046,0,,,,,,,,,,espn,ESPN,2557521,false,false,,en,1,134
Tue Jul 08 21:50:26 +0000 2014,486628400719593472,JUST IN: Germany stuns host nation Brazil 7-1 to advance to the #WorldCup final: http://t.co/FeaB5x6HYr http://t.co/u40J7Dwv7p,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,333,268,WorldCup,,http://t.co/FeaB5x6HYr,http://abcn.ws/1ohv6w9,103,126,http://pbs.twimg.com/media/BsDHOiBCEAEUcN3.jpg,http://t.co/u40J7Dwv7p,photo,,,,false,false,false,en,1,126
Tue Jul 08 21:45:14 +0000 2014,486627090502922240,"Father: Mom who left baby at subway stop saw boyfriend shot to death: ""I think that burden was still with her"" - http://t.co/DU3ZmU0ykc","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,30,16,,,http://t.co/DU3ZmU0ykc,http://abcn.ws/1jckuCi,135,,,,,,,,false,false,false,en,1,134
Tue Jul 08 21:41:12 +0000 2014,486626077528182784,"RT @JeremySchaap: Out on streets of S?o Paulo, stunned Brazilians now cheering Germany. At least that's what's going on here on Paulista.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,243,0,,,,,,,,,,JeremySchaap,Jeremy Schaap,24580952,false,false,,en,1,134
Tue Jul 08 21:24:29 +0000 2014,486621870423560192,"Germany takes over as all-time top goal scoring team in #WorldCup history with 221 goals, displacing Brazil - @ESPNStatsInfo","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,363,150,WorldCup,,,,,,,,,ESPNStatsInfo,ESPN Stats & Info,53120768,false,false,,en,1,124
Tue Jul 08 21:03:38 +0000 2014,486616622283497472,Vials of smallpox virus found in US lab unapproved to handle the deadly pathogen: http://t.co/U3taALG52s http://t.co/2lZLYGPHq8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,92,48,,,http://t.co/U3taALG52s,http://abcn.ws/1qHa5zC,104,127,http://pbs.twimg.com/media/BsCU1VnCAAA4yDQ.png,http://t.co/2lZLYGPHq8,photo,,,,false,false,false,en,1,127
Tue Jul 08 20:30:14 +0000 2014,486608216357236736,"The unlikely, almost-magical relationship between a 3-year-old and his WWII vet friend: http://t.co/ZVzNKTIbNF http://t.co/N8rKyaun1o","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,185,234,,,http://t.co/ZVzNKTIbNF,http://abcn.ws/1k2VRTK,110,133,http://pbs.twimg.com/media/BsDGY4WCAAAQNmP.jpg,http://t.co/N8rKyaun1o,photo,,,,false,false,false,en,1,134
Tue Jul 08 20:20:02 +0000 2014,486605649858420736,"J. Crew introduces size XXXS, or 000, that will fit someone with a waist size of 23 inches: http://t.co/wla50IBsiK - @skimm","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,46,26,,,http://t.co/wla50IBsiK,http://abcn.ws/1kB1Uij,114,,,,,skimm,Susanna Kim,14326797,false,false,false,en,1,123
Tue Jul 08 20:03:21 +0000 2014,486601453759651840,"Air raid sirens sound in Tel Aviv, Jerusalem as rockets fly into Israel - WATCH: http://t.co/JmcitZQUMC http://t.co/6MirjI4QoT","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,113,37,,,http://t.co/JmcitZQUMC,http://abcn.ws/1stwlw5,103,126,http://pbs.twimg.com/media/BsDBcX-CAAA4KKP.jpg,http://t.co/6MirjI4QoT,photo,,,,false,false,false,en,1,126
Tue Jul 08 19:34:53 +0000 2014,486594287543799810,"RT @WorldNews: Hamas claims responsibility for firing of 4 rockets on Jerusalem, 4 on Tel Aviv, 12 on Ashdod and 1 on Haifa - http://t.co/V?","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,79,0,,,http://t.co/V0gduNY86M,http://abcn.ws/1vXipdX,140,,,,,WorldNews,ABC Foreign Desk,78630078,false,false,false,en,1,134
Tue Jul 08 19:10:07 +0000 2014,486588054367641600,"Ex-Gitmo inmate, who pleaded guilty to killing a US soldier, to be transferred to a provincial jail in Canada: http://t.co/QJbuYgggUg","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,23,9,,,http://t.co/QJbuYgggUg,http://abcn.ws/1qg9fI3,133,,,,,,,,false,false,false,en,1,134
Tue Jul 08 18:43:00 +0000 2014,486581231471951872,"Israeli military launches offensive, foils seaborne attack; air raid sirens sound in Tel Aviv: http://t.co/TvNqeZJfMP http://t.co/EY99vVyPcv","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,143,42,,,http://t.co/TvNqeZJfMP,http://abcn.ws/1vXipdX,117,140,http://pbs.twimg.com/media/BsCvDReCMAAsw1t.png,http://t.co/EY99vVyPcv,photo,,,,false,false,false,en,1,134
Tue Jul 08 18:11:49 +0000 2014,486573385564971008,Woman watching TV realizes she lives in home used as torture chamber by alleged serial killer: http://t.co/u7gEnIqkvB http://t.co/LaVquZIiQk,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,262,175,,,http://t.co/u7gEnIqkvB,http://abcn.ws/1rNAIVh,117,140,http://pbs.twimg.com/media/BsCn6kWCcAEzcFe.jpg,http://t.co/LaVquZIiQk,photo,,,,false,false,false,en,1,134
Tue Jul 08 17:52:26 +0000 2014,486568507954700288,"UPDATE: Government officials: Al Shabab attack on Somalia presidential palace is over, situation deemed ""under control? - @dana_hughes","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,32,17,,,,,,,,,,dana_hughes,Dana Hughes,22373419,false,false,,en,1,134
Tue Jul 08 17:29:52 +0000 2014,486562828418285568,"DEVELOPING: Militant group Al Shabab carrying out attack on Somalia presidential palace, prime minister's spokesperson says - @dana_hughes","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,76,16,,,,,,,,,,dana_hughes,Dana Hughes,22373419,false,false,,en,1,134
Tue Jul 08 17:25:31 +0000 2014,486561731691700224,"RT @WorldNews: UPDATE: Israel's Iron Dome intercepted rocket fired at Tel Aviv, Israel Defense Forces spokesperson says - @ABCNewsLive","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,44,0,,,,,,,,,,ABCNewsLive,ABC News Live,384438102,false,false,,en,1,134
Tue Jul 08 17:22:18 +0000 2014,486560922425905154,"Pres. Obama asking Congress for $3,700,000,000 to deal with migrant crisis on US border: http://t.co/hNPq3EgyT4","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,45,18,,,http://t.co/hNPq3EgyT4,http://abcn.ws/VVFeUS,111,,,,,,,,false,false,false,en,1,111
Tue Jul 08 17:09:36 +0000 2014,486557728178208768,NOW: @ABC News Health tweet chat on #emergency medicine &amp; #ER - Use #abcDRBchat to chat with the cast of @nymedabc.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,10,6,abcDRBchat,,,,,,,,,nymedabc,"NY MED ",575652469,false,false,,en,1,119
Tue Jul 08 16:48:28 +0000 2014,486552406193631232,NEW: Vials of smallpox virus found in US lab unapproved to handle the deadly pathogen: http://t.co/U3taALG52s http://t.co/2lZLYGPHq8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,159,59,,,http://t.co/U3taALG52s,http://abcn.ws/1qHa5zC,109,132,http://pbs.twimg.com/media/BsCU1VnCAAA4yDQ.png,http://t.co/2lZLYGPHq8,photo,,,,false,false,false,en,1,134
Tue Jul 08 16:34:01 +0000 2014,486548770364989440,US veteran files civil rights lawsuit after state veterans cemetery says she can't be buried with her late wife: http://t.co/XbLdW4NShK,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,29,22,,,http://t.co/XbLdW4NShK,http://abcn.ws/1ogKd92,135,,,,,,,,false,false,false,en,1,134
Tue Jul 08 15:57:52 +0000 2014,486539674526445569,"RT @ABCPolitics: JUST IN: Cleveland chosen as host city for 2016 Republican National Convention, RNC chairman announces - @shushwalshe","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,89,0,,,,,,,,,,shushwalshe,Shushannah Walshe,52774637,false,false,,en,1,134
Tue Jul 08 15:52:10 +0000 2014,486538239097204738,"RT @ABCPolitics: JUST IN: Texas Gov. Perry will meet with Pres. Obama in Texas on Wed. to discuss the border crisis, Perry spokesman says -?","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,49,0,,,,,,,,,,ArletteSaenz,Arlette Saenz,21878635,false,false,,en,1,134
Tue Jul 08 15:27:54 +0000 2014,486532132622192640,"White House: ICE has deported almost 233,000 people from the US in 2014, including 87,000+ to Central American countries - @marykbruce","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,48,16,,,,,,,,,,marykbruce,Mary Bruce,21215620,false,false,,en,1,134
Tue Jul 08 15:17:56 +0000 2014,486529626131689472,"JUST IN: Pres. Obama to ask Congress for $3,700,000,000 to boost security, deal with surge of unaccompanied minors at border - @marykbruce","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,84,25,,,,,,,,,,marykbruce,Mary Bruce,21215620,false,false,,en,1,134
Tue Jul 08 15:07:28 +0000 2014,486526992641036288,"He jumped in the shower and spotted a tick on his ankle, but didn't think much more about it. 

It changed his life: http://t.co/TSH1yWGMK0","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,57,58,,,http://t.co/TSH1yWGMK0,http://abcn.ws/1pWKhSc,139,,,,,,,,false,false,false,en,1,134
Tue Jul 08 14:00:23 +0000 2014,486510109158174720,Fired nurse's post highlights the hazards of social media in hospitals: http://t.co/VIDAhE1Xml http://t.co/9hsMILxUml,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,100,84,,,http://t.co/VIDAhE1Xml,http://abcn.ws/1jkUwgn,94,117,http://pbs.twimg.com/media/BsBorg6CcAA5DOz.jpg,http://t.co/9hsMILxUml,photo,,,,false,false,false,en,1,117
Tue Jul 08 13:40:56 +0000 2014,486505211985657856,RT @WorldNews: UN officials pushing for many Central Americans fleeing to the US to be treated as refugees: http://t.co/3aUwiFIV35,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,32,0,,,http://t.co/3aUwiFIV35,http://abcn.ws/1srTL4S,130,,,,,WorldNews,ABC Foreign Desk,78630078,false,false,false,en,1,134
